"Title","Author","Description","Tags","Category","Product","Service","How To Investigate","Known False Positives","Query"
"HackTool - HandleKatz Duplicating LSASS Handle","Bhabesh Raj (rule), @thefLinkk","Detects HandleKatz opening LSASS to duplicate its handle to later dump the memory without opening any new handles","attack.execution, attack.t1106, attack.defense_evasion, attack.t1003.001","process_access","windows","Not classified","Check for legitimate tools or applications that may trigger the detection 
Review recent software installations or updates that involve LSASS 
Correlate the detection with scheduled maintenance tasks or known system activities involving LSASS","Legitimate use of tools or applications that mimic the behavior of HandleKatz 
Upgrades or installations of software that interact with LSASS 
Scheduled system maintenance tasks that involve LSASS","TargetImage=""*\\lsass.exe"" GrantedAccess=""0x1440"" CallTrace=""C:\\Windows\\System32\\ntdll.dll+*"" CallTrace=""*|UNKNOWN(*"" CallTrace=""*)"""
"HackTool - LittleCorporal Generated Maldoc Injection","Christian Burkard (Nextron Systems)","Detects the process injection of a LittleCorporal generated Maldoc.","attack.execution, attack.t1204.002, attack.t1055.003","process_access","windows","Not classified","Review the process tree to understand the parent-child relationships and identify any suspicious behavior 
Analyze the network traffic originating from the affected host to detect any communication with malicious domains or IPs 
Inspect the registry for any changes related to the injected process or associated malware artifacts 
Check for any unusual file modifications or creations in critical system directories","Legitimate use of process injection tools for authorized activities 
Upgrades or installations of software that mimic malicious behavior 
Use of legitimate tools that may trigger similar process injection patterns","SourceImage=""*\\winword.exe"" CallTrace=""*:\\Windows\\Microsoft.NET\\Framework64\\v2.*"" CallTrace=""*UNKNOWN*"""
"HackTool - SysmonEnte Execution","Florian Roth (Nextron Systems)","Detects the use of SysmonEnte, a tool to attack the integrity of Sysmon","attack.defense_evasion, attack.t1562.002","process_access","windows","Not classified","Review the process execution logs to determine the context of SysmonEnte activity 
Check for legitimate use of Sysmon or similar tools in the environment 
Verify the integrity of Sysmon binaries and configurations 
Investigate any security tools or scripts that may be interacting with Sysmon","Legitimate use of Sysmon for system monitoring and security purposes 
Legitimate software with similar behavior to SysmonEnte 
Misconfigured or non-standard system configurations 
Security tools or scripts that interact with Sysmon","(TargetImage IN (""*:\\Windows\\Sysmon.exe*"", ""*:\\Windows\\Sysmon64.exe*"") GrantedAccess=""0x1400"" NOT (SourceImage IN (""*:\\Program Files (x86)\\*"", ""*:\\Program Files\\*"", ""*:\\Windows\\System32\\*"", ""*:\\Windows\\SysWOW64\\*"") OR (SourceImage=""*:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\*"" SourceImage=""*\\MsMpEng.exe""))) OR CallTrace=""Ente"""
"Lsass Memory Dump via Comsvcs DLL","Roberto Rodriguez (Cyb3rWard0g), OTR (Open Threat Research)","Detects adversaries leveraging the MiniDump export function from comsvcs.dll via rundll32 to perform a memory dump from lsass.","attack.credential_access, attack.t1003.001","process_access","windows","Not classified","Review the command-line arguments of rundll32.exe to identify the specific function being called 
Check the process tree to understand the parent process of rundll32.exe and its relationship with comsvcs.dll 
Analyze the memory dump files created to determine if they contain sensitive information or if they are related to legitimate operations 
Correlate the activity with other security events or logs to establish a broader context of the potential threat","Legitimate use of rundll32.exe to access comsvcs.dll for valid system operations 
Legitimate memory dump operations initiated by system administrators or security tools 
Software installations or updates that involve comsvcs.dll and rundll32.exe 
Scheduled tasks or scripts that interact with lsass.exe for authorized purposes","TargetImage=""*\\lsass.exe"" SourceImage=""*\\rundll32.exe"" CallTrace=""*comsvcs.dll*"""
"LSASS Memory Access by Tool With Dump Keyword In Name","Florian Roth (Nextron Systems)","Detects LSASS process access requests from a source process with the ""dump"" keyword in its image name.","attack.credential_access, attack.t1003.001, attack.s0002","process_access","windows","Not classified","Check the source process to determine if it is a known legitimate tool or software 
Review the access permissions requested to understand the potential impact 
Correlate with other security events to identify any suspicious behavior or patterns 
Investigate the context of the access request to LSASS for further insights","Legitimate system administration tools that have 'dump' in their name 
Backup software that interacts with LSASS 
Security tools that perform memory analysis and have 'dump' in their name","TargetImage=""*\\lsass.exe"" SourceImage=""*dump*"" GrantedAccess IN (""*10"", ""*30"", ""*50"", ""*70"", ""*90"", ""*B0"", ""*D0"", ""*F0"", ""*18"", ""*38"", ""*58"", ""*78"", ""*98"", ""*B8"", ""*D8"", ""*F8"", ""*1A"", ""*3A"", ""*5A"", ""*7A"", ""*9A"", ""*BA"", ""*DA"", ""*FA"", ""*0x14C2"", ""*FF"")"
"Credential Dumping Activity By Python Based Tool","Bhabesh Raj, Jonhnathan Ribeiro","Detects LSASS process access for potential credential dumping by a Python-like tool such as LaZagne or Pypykatz.","attack.credential_access, attack.t1003.001, attack.s0349","process_access","windows","Not classified","Review the process command line arguments and parent process to determine the context of LSASS access 
Check if the Python-like tool being used is part of authorized security operations or red team exercises 
Correlate with other security events to identify any suspicious behavior or indicators of compromise 
Verify the integrity of the LSASS process and investigate any anomalies in its behavior","Legitimate use of Python scripts accessing LSASS for authorized purposes 
Legitimate use of tools like LaZagne or Pypykatz for security testing or forensic analysis 
False positives due to Python development environments interacting with LSASS","TargetImage=""*\\lsass.exe"" CallTrace=""*_ctypes.pyd+*"" CallTrace=""*:\\Windows\\System32\\KERNELBASE.dll+*"" CallTrace=""*:\\Windows\\SYSTEM32\\ntdll.dll+*"" CallTrace IN (""*python27.dll+*"", ""*python3*.dll+*"") GrantedAccess=""0x1FFFFF"""
"Remote LSASS Process Access Through Windows Remote Management","Patryk Prauze - ING Tech","Detects remote access to the LSASS process via WinRM. This could be a sign of credential dumping from tools like mimikatz.","attack.credential_access, attack.execution, attack.t1003.001, attack.t1059.001, attack.lateral_movement, attack.t1021.006, attack.s0002","process_access","windows","Not classified","Check if the remote access to LSASS was part of a scheduled administrative task 
Review the activity of the source and target systems for any legitimate reasons for the remote LSASS access 
Verify if any security tools or agents were responsible for the remote LSASS access 
Correlate the event with other security events to determine the context of the access","Legitimate use of WinRM for administrative purposes 
Scheduled tasks or scripts accessing LSASS remotely 
Antivirus or EDR tools performing scans on LSASS remotely","TargetImage=""*\\lsass.exe"" SourceImage=""*:\\Windows\\system32\\wsmprovhost.exe"" NOT GrantedAccess=""0x80000000"""
"Suspicious LSASS Access Via MalSecLogon","Samir Bousseaden (original elastic rule), Nasreddine Bencherchali (Nextron Systems)","Detects suspicious access to LSASS handle via a call trace to ""seclogon.dll"" with a suspicious access right.","attack.credential_access, attack.t1003.001","process_access","windows","Not classified","Verify the legitimacy of the process accessing LSASS and the access rights granted 
Check if the call trace to seclogon.dll is part of a known system operation or software installation 
Investigate if any custom applications or scripts are interacting with LSASS and triggering this detection 
Correlate with other security events to determine the context of the suspicious access","Legitimate use of seclogon.dll by trusted system processes 
Upgrades or installations of certain software may trigger this detection 
Custom applications or scripts that interact with LSASS may also trigger this rule","TargetImage=""*\\lsass.exe"" SourceImage=""*\\svchost.exe"" GrantedAccess=""0x14c0"" CallTrace=""*seclogon.dll*"""
"Credential Dumping Attempt Via WerFault","Florian Roth (Nextron Systems)","Detects process LSASS memory dump using Mimikatz, NanoDump, Invoke-Mimikatz, Procdump or Taskmgr based on the CallTrace pointing to ntdll.dll, dbghelp.dll or dbgcore.dll for win10, server2016 and up.","attack.credential_access, attack.t1003.001, attack.s0002","process_access","windows","Not classified","Check if the lsass.exe process is actually being targeted for memory dumping by a malicious tool like Mimikatz 
Investigate the source of the WerFault.exe process and its behavior towards lsass.exe 
Look for any abnormal access permissions granted to WerFault.exe on lsass.exe 
Correlate the event with other suspicious activities on the system for a broader context","Legitimate crash dumps triggered by system failures 
Legitimate WerFault activity on lsass.exe during system updates","SourceImage=""*\\WerFault.exe"" TargetImage=""*\\lsass.exe"" GrantedAccess=""0x1FFFFF"""
"LSASS Access From Potentially White-Listed Processes","Florian Roth (Nextron Systems)","Detects a possible process memory dump that uses a white-listed filename like TrolleyExpress.exe as a way to dump the LSASS process memory without Microsoft Defender interference
","attack.credential_access, attack.t1003.001, attack.s0002","process_access","windows","Not classified","Review the context of the event to determine if the process behavior is part of a known and approved activity 
Check if the process accessing LSASS memory is a legitimate system process or a known whitelisted application 
Correlate the event with additional data sources such as endpoint logs, network logs, or threat intelligence feeds to identify any malicious indicators 
Conduct a memory analysis or forensic investigation on the affected system to validate the presence of any malicious activity","Legitimate system administration tools or processes may use similar techniques for valid purposes 
Security tools or EDR solutions may trigger similar events during authorized activities 
Certain software installations or updates may exhibit behavior similar to LSASS memory dump without malicious intent 
Custom scripts or applications developed internally may trigger false positives","TargetImage=""*\\lsass.exe"" SourceImage IN (""*\\TrolleyExpress.exe"", ""*\\ProcessDump.exe"", ""*\\dump64.exe"") GrantedAccess IN (""*10"", ""*30"", ""*50"", ""*70"", ""*90"", ""*B0"", ""*D0"", ""*F0"", ""*18"", ""*38"", ""*58"", ""*78"", ""*98"", ""*B8"", ""*D8"", ""*F8"", ""*1A"", ""*3A"", ""*5A"", ""*7A"", ""*9A"", ""*BA"", ""*DA"", ""*FA"", ""*0x14C2"", ""*FF"")"
"Potential Shellcode Injection","Bhabesh Raj","Detects potential shellcode injection used by tools such as Metasploit's migrate and Empire's psinject","attack.defense_evasion, attack.privilege_escalation, attack.t1055","process_access","windows","Not classified","Verify if the detected activity corresponds to a known legitimate use of Metasploit or Empire tools 
Check if the process access patterns align with expected behavior for software installations 
Investigate if the activity is related to legitimate privilege escalation activities 
Analyze if the process access patterns are consistent with known legitimate activities","Legitimate use of Metasploit or Empire tools 
Legitimate software installations that match the filter criteria 
Legitimate privilege escalation activities 
Legitimate process access patterns","GrantedAccess IN (""0x147a"", ""0x1f3fff"") CallTrace=""*UNKNOWN*"" NOT ((SourceImage IN (""*:\\Program Files\\Dell\\*"", ""*:\\Program Files (x86)\\Dell\\*"") TargetImage IN (""*:\\Program Files\\Dell\\*"", ""*:\\Program Files (x86)\\Dell\\*"") GrantedAccess=""0x1F3FFF"" CallTrace=""*:\\Windows\\System32\\ntdll.dll*"") OR (SourceImage=""*:\\Program Files (x86)\\Dell\\UpdateService\\ServiceShell.exe"" TargetImage=""*:\\Windows\\Explorer.EXE"" GrantedAccess=""0x1F3FFF"" CallTrace=""*:\\Windows\\System32\\ntdll.dll*"") OR (SourceImage IN (""*:\\Program Files\\Microsoft Visual Studio\\2022\\Community\\Common7\\IDE\\PerfWatson2.exe"", ""*:\\Program Files (x86)\\Microsoft Visual Studio\\2019\\Community\\Common7\\IDE\\PerfWatson2.exe"") TargetImage IN (""*:\\Program Files\\Microsoft Visual Studio\\2022\\Community\\Common7\\IDE\\devenv.exe"", ""*:\\Program Files (x86)\\Microsoft Visual Studio\\2019\\Community\\Common7\\IDE\\devenv.exe"") CallTrace=""*:\\Windows\\System32\\ntdll.dll*"") OR (SourceImage=""*:\\Program Files\\Microsoft Visual Studio\\*"" SourceImage=""*\\MSBuild\\Current\\Bin\\MSBuild.exe"" TargetImage=""*:\\Program Files\\Dell\\DellDataVault\\DDVDataCollector.exe"") OR (SourceImage=""*:\\Windows\\System32\\Wbem\\Wmiprvse.exe"" TargetImage=""*:\\Windows\\system32\\lsass.exe"" CallTrace=""*:\\Windows\\SYSTEM32\\ntdll.dll*""))"
"Credential Dumping Attempt Via Svchost","Florent Labouyrie","Detects when a process tries to access the memory of svchost to potentially dump credentials.","attack.t1548","process_access","windows","Not classified","Review the process tree to understand the parent process of the svchost access 
Check the command line arguments of the process accessing svchost 
Analyze the network connections or file system activity of the process for any suspicious behavior 
Correlate the event with other security events on the system for context","Legitimate tools or scripts accessing svchost for valid reasons 
Updates or patches being applied to the system 
Scheduled tasks or system services interacting with svchost","TargetImage=""*\\svchost.exe"" GrantedAccess=""0x143a"" NOT (SourceImage IN (""*\\services.exe"", ""*\\msiexec.exe""))"
"Suspicious Svchost Process Access","Tim Burrell","Detects suspicious access to the ""svchost"" process such as that used by Invoke-Phantom to kill the thread of the Windows event logging service.","attack.defense_evasion, attack.t1562.002","process_access","windows","Not classified","Check if the access to svchost.exe was triggered by a known administrative action 
Review system logs for legitimate software installations or updates that may have accessed svchost.exe 
Analyze scheduled tasks or scripts that interact with svchost.exe for any authorized activity","Legitimate administrative or system processes accessing svchost.exe 
Updates or patches triggering access to svchost.exe 
Scheduled tasks or scripts interacting with svchost.exe","TargetImage=""*:\\Windows\\System32\\svchost.exe"" GrantedAccess=""0x1F3FFF"" CallTrace=""*UNKNOWN*"" NOT (SourceImage=""*:\\Program Files\\Microsoft Visual Studio\\*"" SourceImage=""*\\MSBuild\\Current\\Bin\\MSBuild.exe"" CallTrace IN (""*Microsoft.Build.ni.dll*"", ""*System.ni.dll*""))"
